"Atom number","Rang","Delta P"
"13","1","0.067"
"16","2","0.047"
"32","3","0.007"
"2","4","-0.030"
"8","5","-0.030"
"4","6","-0.077"
"15","7","-0.083"
"24","8","-0.103"
"25","9","-0.103"
"26","10","-0.103"
"21","11","-0.122"
"14","12","-0.139"
"1","13","-0.143"
"7","14","-0.180"
"12","15","-0.180"
"23","16","-0.181"
"6","17","-0.202"
"9","18","-0.202"
"3","19","-0.212"
"31","20","-0.227"
"17","21","-0.233"
"5","22","-0.254"
"11","23","-0.271"
"28","24","-0.271"
"30","25","-0.274"
"10","26","-0.295"
"29","27","-0.295"
"27","28","-0.306"
"19","29","-0.312"
"18","30","-0.345"
"20","31","-0.425"
"22","32","-0.512"
