"Atom number","Rang","Delta P"
"24","1","0.438"
"26","2","0.438"
"4","3","0.008"
"10","4","-0.046"
"31","5","-0.046"
"19","6","-0.091"
"29","7","-0.091"
"9","8","-0.155"
"32","9","-0.155"
"13","10","-0.177"
"3","11","-0.287"
"23","12","-0.287"
"27","13","-0.287"
"20","14","-0.295"
"28","15","-0.295"
"18","16","-0.327"
"1","17","-0.330"
"6","18","-0.348"
"21","19","-0.355"
"14","20","-0.381"
"25","21","-0.394"
"8","22","-0.451"
"7","23","-0.472"
"11","24","-0.473"
"22","25","-0.474"
"2","26","-0.491"
"15","27","-0.568"
"5","28","-0.585"
"12","29","-0.603"
"17","30","-0.667"
"16","31","-0.717"
"30","32","-0.730"
